fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments,geo_school_name,address,lat,lon
415,SFUSD,International Study HS,International Study HS - SPECIAL SAMPLE,NA,NA,NA,NA,NA,International Studies Academy,"655 DE HARO ST, SAN FRANCISCO CA 94107",37.7617035,-122.4006882
416,SFUSD,Jean Parker ES,Jean Parker ES - Site A,9/28/17,< 1,initial,NA,NA,"Parker, Jean Parker Out-Of-School (OST) / Early Education","840 BROADWAY, SAN FRANCISCO, CA 94133",37.7976189,-122.4110413
417,SFUSD,Jean Parker ES,Jean Parker ES - Site B,9/28/17,< 1,initial,NA,NA,"Parker, Jean Parker Out-Of-School (OST) / Early Education","840 BROADWAY, SAN FRANCISCO, CA 94133",37.7976189,-122.4110413
418,SFUSD,Jean Parker ES,Jean Parker ES - Site C,9/28/17,1.45,initial,NA,NA,"Parker, Jean Parker Out-Of-School (OST) / Early Education","840 BROADWAY, SAN FRANCISCO, CA 94133",37.7976189,-122.4110413
419,SFUSD,Jean Parker ES,Jean Parker ES - Site D,9/28/17,< 1,initial,NA,NA,"Parker, Jean Parker Out-Of-School (OST) / Early Education","840 BROADWAY, SAN FRANCISCO, CA 94133",37.7976189,-122.4110413
420,SFUSD,Jean Parker ES,Jean Parker ES - Site E,9/28/17,< 1,initial,NA,NA,"Parker, Jean Parker Out-Of-School (OST) / Early Education","840 BROADWAY, SAN FRANCISCO, CA 94133",37.7976189,-122.4110413
421,SFUSD,Jefferson Early Education,Jefferson Early Education - Site A,NA,NA,NA,NA,NA,Jefferson Early Education,"1350 25TH AVENUE, SAN FRANCISCO, CA, 94122",37.762367,-122.483319
422,SFUSD,Jefferson Early Education,Jefferson Early Education - Site B,NA,NA,NA,NA,NA,Jefferson Early Education,"1350 25TH AVENUE, SAN FRANCISCO, CA, 94122",37.762367,-122.483319
423,SFUSD,Jefferson Early Education,Jefferson Early Education - Site C,NA,NA,NA,NA,NA,Jefferson Early Education,"1350 25TH AVENUE, SAN FRANCISCO, CA, 94122",37.762367,-122.483319
424,SFUSD,Jefferson Early Education,Jefferson Early Education - Site D,NA,NA,NA,NA,NA,Jefferson Early Education,"1350 25TH AVENUE, SAN FRANCISCO, CA, 94122",37.762367,-122.483319
425,SFUSD,Jefferson Early Education,Jefferson Early Education - Site E,NA,NA,NA,NA,NA,Jefferson Early Education,"1350 25TH AVENUE, SAN FRANCISCO, CA, 94122",37.762367,-122.483319
426,SFUSD,Jefferson ES,Jefferson ES - Site A,9/28/17,< 1,initial,NA,NA,Jefferson Elementary School,"1725 IRVING ST, SAN FRANCISCO, CA 94122",37.7630653,-122.4767303
427,SFUSD,Jefferson ES,Jefferson ES - Site B,9/28/17,< 1,initial,NA,NA,Jefferson Elementary School,"1725 IRVING ST, SAN FRANCISCO, CA 94122",37.7630653,-122.4767303
428,SFUSD,Jefferson ES,Jefferson ES - Site C,9/28/17,1.6,initial,NA,NA,Jefferson Elementary School,"1725 IRVING ST, SAN FRANCISCO, CA 94122",37.7630653,-122.4767303
429,SFUSD,Jefferson ES,Jefferson ES - Site D,9/28/17,< 1,initial,NA,NA,Jefferson Elementary School,"1725 IRVING ST, SAN FRANCISCO, CA 94122",37.7630653,-122.4767303
430,SFUSD,Jefferson ES,Jefferson ES - Site E,9/28/17,2.79,initial,NA,NA,Jefferson Elementary School,"1725 IRVING ST, SAN FRANCISCO, CA 94122",37.7630653,-122.4767303
431,SFUSD,John Muir ES,John Muir ES - Site A,10/5/17,< 1,initial,NA,NA,"Muir, John Muir Elementary / Early Education","380 WEBSTER ST, SAN FRANCISCO, CA 94102",37.7737579,-122.4286804
432,SFUSD,John Muir ES,John Muir ES - Site B,10/5/17,< 1,initial,NA,NA,"Muir, John Muir Elementary / Early Education","380 WEBSTER ST, SAN FRANCISCO, CA 94102",37.7737579,-122.4286804
433,SFUSD,John Muir ES,John Muir ES - Site C,10/5/17,< 1,initial,NA,NA,"Muir, John Muir Elementary / Early Education","380 WEBSTER ST, SAN FRANCISCO, CA 94102",37.7737579,-122.4286804
434,SFUSD,John Muir ES,John Muir ES - Site D,10/5/17,< 1,initial,NA,NA,"Muir, John Muir Elementary / Early Education","380 WEBSTER ST, SAN FRANCISCO, CA 94102",37.7737579,-122.4286804
435,SFUSD,John Muir ES,John Muir ES - Site E,10/5/17,< 1,initial,NA,NA,"Muir, John Muir Elementary / Early Education","380 WEBSTER ST, SAN FRANCISCO, CA 94102",37.7737579,-122.4286804
436,SFUSD,John O'Connell HS,John O'Connell HS - Site A,10/4/17,< 1,initial,NA,NA,"O'Connell, John O'Connell High School","2355 FOLSOM ST, SAN FRANCISCO, CA 94110",37.7595139,-122.413559
437,SFUSD,John O'Connell HS,John O'Connell HS - Site B,10/4/17,< 1,initial,NA,NA,"O'Connell, John O'Connell High School","2355 FOLSOM ST, SAN FRANCISCO, CA 94110",37.7595139,-122.413559
438,SFUSD,John O'Connell HS,John O'Connell HS - Site C,10/4/17,< 1,initial,NA,NA,"O'Connell, John O'Connell High School","2355 FOLSOM ST, SAN FRANCISCO, CA 94110",37.7595139,-122.413559
439,SFUSD,John O'Connell HS,John O'Connell HS - Site D,10/4/17,< 1,initial,NA,NA,"O'Connell, John O'Connell High School","2355 FOLSOM ST, SAN FRANCISCO, CA 94110",37.7595139,-122.413559
440,SFUSD,John O'Connell HS,John O'Connell HS - Site E,10/4/17,< 1,initial,NA,NA,"O'Connell, John O'Connell High School","2355 FOLSOM ST, SAN FRANCISCO, CA 94110",37.7595139,-122.413559
441,SFUSD,John Yehall Chin ES,John Yehall Chin ES - Site A,4/21/17,2.72,initial,NA,NA,"Chin, John Yehall Chin Elementary School","350 BROADWAY, SAN FRANCISCO, CA 94133",37.7986107,-122.4032211
442,SFUSD,John Yehall Chin ES,John Yehall Chin ES - Site B,4/21/17,3.42,initial,NA,NA,"Chin, John Yehall Chin Elementary School","350 BROADWAY, SAN FRANCISCO, CA 94133",37.7986107,-122.4032211
443,SFUSD,John Yehall Chin ES,John Yehall Chin ES - Site C,4/21/17,< 1,initial,NA,NA,"Chin, John Yehall Chin Elementary School","350 BROADWAY, SAN FRANCISCO, CA 94133",37.7986107,-122.4032211
444,SFUSD,John Yehall Chin ES,John Yehall Chin ES - Site D,4/21/17,< 1,initial,NA,NA,"Chin, John Yehall Chin Elementary School","350 BROADWAY, SAN FRANCISCO, CA 94133",37.7986107,-122.4032211
445,SFUSD,John Yehall Chin ES,John Yehall Chin ES - Site E,4/21/17,< 1,initial,NA,NA,"Chin, John Yehall Chin Elementary School","350 BROADWAY, SAN FRANCISCO, CA 94133",37.7986107,-122.4032211
446,SFUSD,Jordan (June) School for Equity,Jordan (June) School for Equity - Site A,3/6/18,1,initial,NA,NA,"Jordan, June Jordan High School","325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7195358,-122.425148
447,SFUSD,Jordan (June) School for Equity,Jordan (June) School for Equity - Site B,3/6/18,< 1,initial,NA,NA,"Jordan, June Jordan High School","325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7195358,-122.425148
448,SFUSD,Jordan (June) School for Equity,Jordan (June) School for Equity - Site C,3/6/18,< 1,initial,NA,NA,"Jordan, June Jordan High School","325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7195358,-122.425148
449,SFUSD,Jordan (June) School for Equity,Jordan (June) School for Equity - Site D,3/8/18,2.2,initial,NA,NA,"Jordan, June Jordan High School","325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7195358,-122.425148
450,SFUSD,Jordan (June) School for Equity,Jordan (June) School for Equity - Site E,3/6/18,2.1,initial,NA,NA,"Jordan, June Jordan High School","325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7195358,-122.425148
451,SFUSD,Jose Ortega ES,Jose Ortega ES - Site A,9/27/17,< 1,initial,NA,NA,"Ortega, Jose Ortega Elementary School","400 SARGENT ST, SAN FRANCISCO, CA 94132",37.7167816,-122.4666748
452,SFUSD,Jose Ortega ES,Jose Ortega ES - Site B,9/27/17,1.66,initial,NA,NA,"Ortega, Jose Ortega Elementary School","400 SARGENT ST, SAN FRANCISCO, CA 94132",37.7167816,-122.4666748
453,SFUSD,Jose Ortega ES,Jose Ortega ES - Site C,9/27/17,< 1,initial,NA,NA,"Ortega, Jose Ortega Elementary School","400 SARGENT ST, SAN FRANCISCO, CA 94132",37.7167816,-122.4666748
454,SFUSD,Jose Ortega ES,Jose Ortega ES - Site D,9/27/17,< 1,initial,NA,NA,"Ortega, Jose Ortega Elementary School","400 SARGENT ST, SAN FRANCISCO, CA 94132",37.7167816,-122.4666748
455,SFUSD,Jose Ortega ES,Jose Ortega ES - Site E,9/27/17,< 1,initial,NA,NA,"Ortega, Jose Ortega Elementary School","400 SARGENT ST, SAN FRANCISCO, CA 94132",37.7167816,-122.4666748
456,SFUSD,King Jr. (Martin Luther) Academic Middle School,King Jr. (Martin Luther) Academic Middle School - Site A,1/30/18,< 1,initial,NA,NA,"King, Dr. Martin Luther King Jr. Middle School","350 GIRARD ST, SAN FRANCISCO, CA 94134",37.7277412,-122.4058075
457,SFUSD,King Jr. (Martin Luther) Academic Middle School,King Jr. (Martin Luther) Academic Middle School - Site B,1/30/18,< 1,initial,NA,NA,"King, Dr. Martin Luther King Jr. Middle School","350 GIRARD ST, SAN FRANCISCO, CA 94134",37.7277412,-122.4058075
458,SFUSD,King Jr. (Martin Luther) Academic Middle School,King Jr. (Martin Luther) Academic Middle School - Site C,1/30/18,1.1,initial,NA,NA,"King, Dr. Martin Luther King Jr. Middle School","350 GIRARD ST, SAN FRANCISCO, CA 94134",37.7277412,-122.4058075
459,SFUSD,King Jr. (Martin Luther) Academic Middle School,King Jr. (Martin Luther) Academic Middle School - Site D,1/30/18,< 1,initial,NA,NA,"King, Dr. Martin Luther King Jr. Middle School","350 GIRARD ST, SAN FRANCISCO, CA 94134",37.7277412,-122.4058075
460,SFUSD,King Jr. (Martin Luther) Academic Middle School,King Jr. (Martin Luther) Academic Middle School - Site E,1/30/18,1.3,initial,NA,NA,"King, Dr. Martin Luther King Jr. Middle School","350 GIRARD ST, SAN FRANCISCO, CA 94134",37.7277412,-122.4058075
461,SFUSD,KIPP Bayview Academy,KIPP Bayview Academy - Site A,3/20/18,< 1,initial,NA,NA,Kipp Bayview Academy,"1060 KEY AVE, SAN FRANCISCO CA 94124",37.7195320,-122.3965607
462,SFUSD,KIPP Bayview Academy,KIPP Bayview Academy - Site B,3/20/18,< 1,initial,NA,NA,Kipp Bayview Academy,"1060 KEY AVE, SAN FRANCISCO CA 94124",37.7195320,-122.3965607
463,SFUSD,KIPP Bayview Academy,KIPP Bayview Academy - Site C,3/20/18,< 1,initial,NA,NA,Kipp Bayview Academy,"1060 KEY AVE, SAN FRANCISCO CA 94124",37.7195320,-122.3965607
464,SFUSD,KIPP Bayview Academy,KIPP Bayview Academy - Site D,3/20/18,< 1,initial,NA,NA,Kipp Bayview Academy,"1060 KEY AVE, SAN FRANCISCO CA 94124",37.7195320,-122.3965607
465,SFUSD,KIPP Bayview Academy,KIPP Bayview Academy - Site E,3/20/18,1.6,initial,NA,NA,Kipp Bayview Academy,"1060 KEY AVE, SAN FRANCISCO CA 94124",37.7195320,-122.3965607
466,SFUSD,KIPP San Francisco Bay Academy,KIPP San Francisco Bay Academy - Site A,2/15/18,< 1,initial,NA,NA,KIPP San Francisco Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.783472,-122.436904
467,SFUSD,KIPP San Francisco Bay Academy,KIPP San Francisco Bay Academy - Site B,2/15/18,< 1,initial,NA,NA,KIPP San Francisco Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.783472,-122.436904
468,SFUSD,KIPP San Francisco Bay Academy,KIPP San Francisco Bay Academy - Site C,NA,NA,NA,NA,NA,KIPP San Francisco Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.783472,-122.436904
469,SFUSD,KIPP San Francisco Bay Academy,KIPP San Francisco Bay Academy - Site D,NA,NA,NA,NA,NA,KIPP San Francisco Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.783472,-122.436904
470,SFUSD,KIPP San Francisco Bay Academy,KIPP San Francisco Bay Academy - Site E,NA,NA,NA,NA,NA,KIPP San Francisco Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.783472,-122.436904
471,SFUSD,KIPP San Francisco College Prep,KIPP San Francisco College Prep - Site A,3/20/18,< 1,initial,NA,NA,KIPP San Francisco College Prep,"1195 HUDSON AVE, SAN FRANCISCO, CA 94124",37.732386,-122.382256
472,SFUSD,KIPP San Francisco College Prep,KIPP San Francisco College Prep - Site B,3/20/18,< 1,initial,NA,NA,KIPP San Francisco College Prep,"1195 HUDSON AVE, SAN FRANCISCO, CA 94124",37.732386,-122.382256
473,SFUSD,KIPP San Francisco College Prep,KIPP San Francisco College Prep - Site C,3/22/18,< 1,initial,NA,NA,KIPP San Francisco College Prep,"1195 HUDSON AVE, SAN FRANCISCO, CA 94124",37.732386,-122.382256
474,SFUSD,KIPP San Francisco College Prep,KIPP San Francisco College Prep - Site D,3/20/18,< 1,initial,NA,NA,KIPP San Francisco College Prep,"1195 HUDSON AVE, SAN FRANCISCO, CA 94124",37.732386,-122.382256
475,SFUSD,KIPP San Francisco College Prep,KIPP San Francisco College Prep - Site E,3/20/18,1.3,initial,NA,NA,KIPP San Francisco College Prep,"1195 HUDSON AVE, SAN FRANCISCO, CA 94124",37.732386,-122.382256
476,SFUSD,Lafayette Elementary School,Lafayette Elementary School - Site A,12/15/17,< 1,initial,NA,NA,Lafayette Elementary School,"4545 ANZA ST, SAN FRANCISCO, CA 94121",37.7770691,-122.4968872
477,SFUSD,Lafayette Elementary School,Lafayette Elementary School - Site B,12/15/17,< 1,initial,NA,NA,Lafayette Elementary School,"4545 ANZA ST, SAN FRANCISCO, CA 94121",37.7770691,-122.4968872
478,SFUSD,Lafayette Elementary School,Lafayette Elementary School - Site C,12/15/17,< 1,initial,NA,NA,Lafayette Elementary School,"4545 ANZA ST, SAN FRANCISCO, CA 94121",37.7770691,-122.4968872
479,SFUSD,Lafayette Elementary School,Lafayette Elementary School - Site D,12/15/17,1.7,initial,NA,NA,Lafayette Elementary School,"4545 ANZA ST, SAN FRANCISCO, CA 94121",37.7770691,-122.4968872
480,SFUSD,Lafayette Elementary School,Lafayette Elementary School - Site E,12/15/17,4.4,initial,NA,NA,Lafayette Elementary School,"4545 ANZA ST, SAN FRANCISCO, CA 94121",37.7770691,-122.4968872
481,SFUSD,Lakeshore ES,Lakeshore ES - Site A,4/21/17,< 1,initial,NA,NA,Lakeshore Elementary School,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",37.7303238,-122.4854202
482,SFUSD,Lakeshore ES,Lakeshore ES - Site B,4/21/17,< 1,initial,NA,NA,Lakeshore Elementary School,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",37.7303238,-122.4854202
483,SFUSD,Lakeshore ES,Lakeshore ES - Site C,4/21/17,1.03,initial,NA,NA,Lakeshore Elementary School,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",37.7303238,-122.4854202
484,SFUSD,Lakeshore ES,Lakeshore ES - Site D,4/21/17,< 1,initial,NA,NA,Lakeshore Elementary School,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",37.7303238,-122.4854202
485,SFUSD,Lakeshore ES,Lakeshore ES - Site E,4/21/17,< 1,initial,NA,NA,Lakeshore Elementary School,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",37.7303238,-122.4854202
486,SFUSD,Lau (Gordon J.) Elementary School,Lau (Gordon J.) Elementary School - Site A,12/13/17,< 1,initial,NA,NA,"Lau, Gordon J. Lau Elementary / Preschool","950 CLAY ST, SAN FRANCISCO, CA 94108",37.7943993,-122.4088058
487,SFUSD,Lau (Gordon J.) Elementary School,Lau (Gordon J.) Elementary School - Site B,12/13/17,< 1,initial,NA,NA,"Lau, Gordon J. Lau Elementary / Preschool","950 CLAY ST, SAN FRANCISCO, CA 94108",37.7943993,-122.4088058
488,SFUSD,Lau (Gordon J.) Elementary School,Lau (Gordon J.) Elementary School - Site C,12/13/17,< 1,initial,NA,NA,"Lau, Gordon J. Lau Elementary / Preschool","950 CLAY ST, SAN FRANCISCO, CA 94108",37.7943993,-122.4088058
489,SFUSD,Lau (Gordon J.) Elementary School,Lau (Gordon J.) Elementary School - Site D,12/13/17,< 1,initial,NA,NA,"Lau, Gordon J. Lau Elementary / Preschool","950 CLAY ST, SAN FRANCISCO, CA 94108",37.7943993,-122.4088058
490,SFUSD,Lau (Gordon J.) Elementary School,Lau (Gordon J.) Elementary School - Site E,12/13/17,< 1,initial,NA,NA,"Lau, Gordon J. Lau Elementary / Preschool","950 CLAY ST, SAN FRANCISCO, CA 94108",37.7943993,-122.4088058
491,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site A,12/14/17,< 1,initial,NA,NA,Lawton Alternative School,"1570 31ST AVE, SAN FRANCISCO, CA 94122",37.7580490,-122.4890976
492,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site B,12/14/17,< 1,initial,NA,NA,Lawton Alternative School,"1570 31ST AVE, SAN FRANCISCO, CA 94122",37.7580490,-122.4890976
493,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site C,12/14/17,3,initial,NA,NA,Lawton Alternative School,"1570 31ST AVE, SAN FRANCISCO, CA 94122",37.7580490,-122.4890976
494,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site D,12/14/17,< 1,initial,NA,NA,Lawton Alternative School,"1570 31ST AVE, SAN FRANCISCO, CA 94122",37.7580490,-122.4890976
495,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site E,12/14/17,2.1,initial,NA,NA,Lawton Alternative School,"1570 31ST AVE, SAN FRANCISCO, CA 94122",37.7580490,-122.4890976
496,SFUSD,Leadership High School,Leadership High School - Site A,3/6/18,< 1,initial,NA,NA,Leadership High School,"350 SENECA AVE, SAN FRANCISCO, CA 94112",37.721492,-122.444888
497,SFUSD,Leadership High School,Leadership High School - Site B,3/6/18,< 1,initial,NA,NA,Leadership High School,"350 SENECA AVE, SAN FRANCISCO, CA 94112",37.721492,-122.444888
498,SFUSD,Leadership High School,Leadership High School - Site C,3/6/18,< 1,initial,NA,NA,Leadership High School,"350 SENECA AVE, SAN FRANCISCO, CA 94112",37.721492,-122.444888
499,SFUSD,Leadership High School,Leadership High School - Site D,3/6/18,< 1,initial,NA,NA,Leadership High School,"350 SENECA AVE, SAN FRANCISCO, CA 94112",37.721492,-122.444888
500,SFUSD,Leadership High School,Leadership High School - Site E,3/6/18,< 1,initial,NA,NA,Leadership High School,"350 SENECA AVE, SAN FRANCISCO, CA 94112",37.721492,-122.444888
501,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site A,9/26/17,< 1,initial,NA,NA,"Flynn, Leonard Flynn Elementary / Early Education","3125 CESAR CHAVEZ ST, SAN FRANCISCO, CA 94110",37.7477455,-122.4119644
502,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site B,NA,NA,NA,NA,NA,"Flynn, Leonard Flynn Elementary / Early Education","3125 CESAR CHAVEZ ST, SAN FRANCISCO, CA 94110",37.7477455,-122.4119644
503,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site C,9/26/17,< 1,initial,NA,NA,"Flynn, Leonard Flynn Elementary / Early Education","3125 CESAR CHAVEZ ST, SAN FRANCISCO, CA 94110",37.7477455,-122.4119644
504,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site D,9/26/17,< 1,initial,NA,NA,"Flynn, Leonard Flynn Elementary / Early Education","3125 CESAR CHAVEZ ST, SAN FRANCISCO, CA 94110",37.7477455,-122.4119644
505,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site E,9/26/17,< 1,initial,NA,NA,"Flynn, Leonard Flynn Elementary / Early Education","3125 CESAR CHAVEZ ST, SAN FRANCISCO, CA 94110",37.7477455,-122.4119644
506,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site A,2/7/18,< 1,initial,NA,NA,"Lick, James Lick Middle School","1220 NOE ST, SAN FRANCISCO, CA 94114",37.7493629,-122.432785
507,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site B,2/7/18,< 1,initial,NA,NA,"Lick, James Lick Middle School","1220 NOE ST, SAN FRANCISCO, CA 94114",37.7493629,-122.432785
508,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site C,2/7/18,< 1,initial,NA,NA,"Lick, James Lick Middle School","1220 NOE ST, SAN FRANCISCO, CA 94114",37.7493629,-122.432785
509,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site D,2/7/18,< 1,initial,NA,NA,"Lick, James Lick Middle School","1220 NOE ST, SAN FRANCISCO, CA 94114",37.7493629,-122.432785
510,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site E,2/7/18,< 1,initial,NA,NA,"Lick, James Lick Middle School","1220 NOE ST, SAN FRANCISCO, CA 94114",37.7493629,-122.432785
511,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site A,3/21/18,< 1,initial,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
512,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site B,3/21/18,< 1,initial,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
513,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site C,3/21/18,< 1,initial,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
514,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site D,3/21/18,< 1,initial,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
515,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site E,3/21/18,22,initial,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
515,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site E,4/13/18,45,repeat,NA,NA,Life Learning Academy Charter School,"651 8TH TI ST, SAN FRANCISCO, CA 94130",37.8255119,-122.3679962
516,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site A,3/21/18,< 1,initial,NA,NA,"Lincoln, Abraham Lincoln High School","2162 24TH AVE, SAN FRANCISCO, CA 94116",37.7465935,-122.4802399
517,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site B,3/21/18,< 1,initial,NA,NA,"Lincoln, Abraham Lincoln High School","2162 24TH AVE, SAN FRANCISCO, CA 94116",37.7465935,-122.4802399
518,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site C,3/21/18,< 1,initial,NA,NA,"Lincoln, Abraham Lincoln High School","2162 24TH AVE, SAN FRANCISCO, CA 94116",37.7465935,-122.4802399
519,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site D,3/21/18,< 1,initial,NA,NA,"Lincoln, Abraham Lincoln High School","2162 24TH AVE, SAN FRANCISCO, CA 94116",37.7465935,-122.4802399
520,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site E,3/21/18,< 1,initial,NA,NA,"Lincoln, Abraham Lincoln High School","2162 24TH AVE, SAN FRANCISCO, CA 94116",37.7465935,-122.4802399
521,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site A,12/14/17,< 1,initial,NA,NA,Longfellow Elementary School,"755 MORSE ST, SAN FRANCISCO, CA 94112",37.7104225,-122.4467392
522,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site B,12/14/17,< 1,initial,NA,NA,Longfellow Elementary School,"755 MORSE ST, SAN FRANCISCO, CA 94112",37.7104225,-122.4467392
523,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site C,12/14/17,5.9,initial,NA,NA,Longfellow Elementary School,"755 MORSE ST, SAN FRANCISCO, CA 94112",37.7104225,-122.4467392
524,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site D,12/14/17,2.1,initial,NA,NA,Longfellow Elementary School,"755 MORSE ST, SAN FRANCISCO, CA 94112",37.7104225,-122.4467392
525,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site E,12/14/17,< 1,initial,NA,NA,Longfellow Elementary School,"755 MORSE ST, SAN FRANCISCO, CA 94112",37.7104225,-122.4467392
526,SFUSD,Lowell High School,Lowell High School - Site A,3/7/18,< 1,initial,NA,NA,Lowell High School,"1101 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",37.7294350,-122.4830551
527,SFUSD,Lowell High School,Lowell High School - Site B,3/7/18,< 1,initial,NA,NA,Lowell High School,"1101 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",37.7294350,-122.4830551
528,SFUSD,Lowell High School,Lowell High School - Site C,3/7/18,4.3,initial,NA,NA,Lowell High School,"1101 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",37.7294350,-122.4830551
529,SFUSD,Lowell High School,Lowell High School - Site D,3/7/18,< 1,initial,NA,NA,Lowell High School,"1101 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",37.7294350,-122.4830551
530,SFUSD,Lowell High School,Lowell High School - Site E,3/7/18,< 1,initial,NA,NA,Lowell High School,"1101 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",37.7294350,-122.4830551
531,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site A,NA,NA,NA,NA,NA,Mahler (Theresa S) Children Center,"990 CHURCH ST, SAN FRANCISCO, CA 94114",37.755274,-122.428012
532,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site B,NA,NA,NA,NA,NA,Mahler (Theresa S) Children Center,"990 CHURCH ST, SAN FRANCISCO, CA 94114",37.755274,-122.428012
533,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site C,NA,NA,NA,NA,NA,Mahler (Theresa S) Children Center,"990 CHURCH ST, SAN FRANCISCO, CA 94114",37.755274,-122.428012
534,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site D,NA,NA,NA,NA,NA,Mahler (Theresa S) Children Center,"990 CHURCH ST, SAN FRANCISCO, CA 94114",37.755274,-122.428012
535,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site E,NA,NA,NA,NA,NA,Mahler (Theresa S) Children Center,"990 CHURCH ST, SAN FRANCISCO, CA 94114",37.755274,-122.428012
536,SFUSD,Malcolm X ES,Malcolm X ES - Site A,10/6/17,2.45,initial,NA,NA,Malcolm X Elementary School,"350 HARBOR RD, SAN FRANCISCO, CA 94124",37.7342377,-122.3809662
537,SFUSD,Malcolm X ES,Malcolm X ES - Site B,10/6/17,< 1,initial,NA,NA,Malcolm X Elementary School,"350 HARBOR RD, SAN FRANCISCO, CA 94124",37.7342377,-122.3809662
538,SFUSD,Malcolm X ES,Malcolm X ES - Site C,10/6/17,< 1,initial,NA,NA,Malcolm X Elementary School,"350 HARBOR RD, SAN FRANCISCO, CA 94124",37.7342377,-122.3809662
539,SFUSD,Malcolm X ES,Malcolm X ES - Site D,10/6/17,< 1,initial,NA,NA,Malcolm X Elementary School,"350 HARBOR RD, SAN FRANCISCO, CA 94124",37.7342377,-122.3809662
